x,y
209895.39090051228,444901.988908243
209884.65740617824,444888.6460266327
209867.2098220001,444867.94164196425
209845.06856436236,444853.12446800707
209848.05546644743,444824.9003402592
209842.28795986625,444815.36505433335
209853.69914246746,444806.2032100482
209862.5785652255,444813.5793257883
209870.7964663304,444799.64678688056
209887.25333317756,444794.30500074837
209900.60331110036,444783.4920023199
209847.76838577358,444789.9709105645
209838.62787513324,444798.19592631503
209826.17904925867,444809.3986758619
209811.69734166644,444822.5934659405
209860.62090158448,444881.80478883797
209873.89149704776,444898.38037951896
209884.43686787703,444913.47883506445
209876.57351926973,444926.85410242423
209863.73981611096,444940.0225401468
209848.195595766,444951.3580357425
209831.9847994951,444963.13424318057
209818.6765871407,444972.803494464
209875.26768109735,444877.2459710681
209896.13304613557,444774.1725764293
209882.3172130747,444784.3779410977
209858.0215074985,444780.7551656681
209825.73823024807,444831.06056155363
209869.9998919971,445006.5411851368
209918.49853844167,444976.00142484816
209932.87175538528,444969.9045834578
209948.41568650625,444963.23767198983
209964.6106364449,444949.44619000924
209905.73668834756,444867.6907173227
209901.39186929772,444850.19288338517
209890.9899319367,444838.14143551607
209880.42643091275,444826.4798876643
209867.9133552646,444836.4004338839
209878.42860751983,444848.51230417204
209888.83056031424,444860.5671314237
209910.12887343086,444885.2373204254
209920.84194040875,444897.8955521381
209931.12259110025,444909.991252
209945.4487467296,444922.3458249375
209955.97998519053,444935.99413031986
209932.28715329312,444935.9146555418
209919.02721741697,444941.1024966344
209922.06807436564,444954.56540153635
209907.96766593048,444955.3091477321
209898.4956782945,444961.75311100244
209888.6088858359,444968.4704743227
209878.33364850935,444975.45636059035
209863.92562125373,444985.37959868007
209878.53261594387,445001.425483231
209942.96870166287,444954.4543806101
209937.14440371486,444945.4802039067
209983.0792994509,444667.22414919466
209952.20847870447,445008.42928000004
209974.2151368368,444971.60350038897
210006.43544482536,445013.36997927487
210000.1136239624,445003.4407545256
209994.23951486935,444992.0990462467
209963.0781037154,445001.50303074264
209970.3336409979,444996.8838748394
209977.6031829626,444992.2870287334
209983.49492434642,444965.69494440954
209865.09568278544,445067.89354632434
209839.77031000223,444996.51775606384
209854.99245988423,445020.4140145596
209875.3241485321,445057.369343852
209862.04372746678,445031.4075938415
209871.19692151534,445039.86568269297
209883.47530228994,445029.3434634936
209833.37871428137,445019.3063088803
209847.72268152988,445009.05399059155
209893.4445328325,445022.995345972
209858.55635058487,445058.23931316996
209852.3661259768,445048.65968724305
209846.11585404535,445039.0085640461
209839.81889067017,445029.27549638355
209884.9093355728,445051.26627524657
209894.44816090266,445045.1898426852
209903.97378226486,445039.1032170807
209980.08698034802,445020.2012876387
209940.57601083379,445045.2118390797
209911.40550084983,445063.7806670471
209890.09138362095,445077.353468141
209864.01479040654,445093.94452673115
209837.3617752038,445111.20330352685
209921.38635444405,445057.4269391922
209931.30649991526,445051.1121666282
209949.19689578263,445039.7230026637
209957.8168173748,445034.23741332744
209846.37659003842,445105.1715594377
209855.37384498527,445099.44026826264
209872.29977114554,445088.6698650706
209880.58532707114,445083.3952551891
209900.91387039644,445070.44937352324
209827.88330609974,445089.6280645033
209844.27063858163,445081.17058986414
209821.2933502866,445045.2638679663
209816.08398316815,445037.2168905605
209803.32484954264,445052.01998314745
209814.56961139667,445069.3902766339
209838.3106982862,445071.5435062034
209832.49443307065,445062.5618921089
209826.6811883825,445053.5807059874
209808.98950473376,445060.770300259
209820.4743712841,445078.5103219809
209810.61906698337,445028.77684297535
209800.74076921772,445119.08898562466
209787.15006975582,445098.0946128888
209800.1956306705,445089.739789593
209813.81555469194,445110.7746723748
209807.999916457,445130.2998866357
209773.0995267461,445076.38733234
209780.70336466294,445059.6311260642
209786.7049530639,445068.9005313019
209794.01883132773,445108.7018757814
209780.1395305737,445087.26499052666
209793.18438757348,445078.91036398156
209807.0904454058,445100.3898276012
209917.4781974443,445253.6772409771
209899.33534465925,445262.95178588905
209878.2876056823,445273.70760491514
209860.9066952358,445277.1023199652
209928.63610677578,445247.97499553673
209826.78534844014,445208.0339789774
209832.1522466005,445218.8988505899
209874.15607956608,445255.0344967711
209886.5995235636,445246.50981781166
209897.72683522943,445240.60872634617
209890.82953614934,445225.9971236531
209867.47589967205,445207.3245926567
209861.23017631692,445194.68367200147
209850.08600984557,445172.1068106204
209837.36722612195,445181.11890829453
209842.8275516006,445192.17648956017
209855.41261975138,445182.90561760514
209860.6623244775,445228.27532176743
209880.50867944516,445232.5887644954
209873.49412863335,445220.84304195794
209907.02484662217,445235.78293746227
209900.09075586134,445221.11069847434
209867.895247331,445242.9090243555
209848.518390954,445203.6982047413
209854.20286858204,445215.21130977373
209885.0402597231,445187.92522855476
209878.58801204298,445175.05463850964
209871.68402595317,445161.2885811237
209896.02691498384,445197.59736861574
209930.05624125202,445128.2093333433
209950.11569174615,445115.4361417706
209989.21552569856,445090.55006867624
210001.9169148991,445082.2476076826
209959.44658834444,445109.49811755965
209968.76766283522,445103.56313687796
209978.07639597752,445097.63781356317
209940.3182577321,445121.6696651305
209955.14034301444,445165.6404532029
209984.38855092044,445150.23379528604
210007.03676696334,445138.26756764075
210076.88170894148,445100.8913027896
209950.341587827,445145.7202083871
210016.7407413,445133.0963340873
210026.49073681407,445127.9035868383
210036.2443474623,445122.5819580607
209964.45660576996,445160.73079088394
209973.78556687152,445155.81587623025
209962.51602077333,445138.37178672856
209945.4241033854,445170.7552431721
209996.25863267176,445143.97417323606
210029.6305579249,445151.09617975954
210022.37819367583,445175.1074316778
210015.95234593868,445168.65415019466
210010.96572767198,445159.2967696379
209973.6248144493,445208.6257304309
209996.4860814365,445192.2472448089
210007.4087272062,445184.22917590005
210000.0028238752,445169.8357458687
209986.24248348907,445178.37981196895
209976.14323783581,445184.5187965131
209965.43066842254,445198.62247517344
209958.03715746966,445188.46020085906
210043.85138476876,445152.9610587491
210077.19570332934,445129.6329565471
210035.75331563826,445061.41044512653
210064.4463632075,445058.5218362377
210117.03194528545,445052.3240181686
210111.92054137212,445081.4233237339
210049.1338949203,445049.4634937653
210051.29578872156,445060.4098651592
210082.34399860504,445067.9056463251
210076.48821871905,445058.4017674447
210091.01289035266,445051.1015312359
210097.41881368562,445060.834471569
210105.15673712853,445070.1683468284
210103.61707595547,445045.3275996395
210127.7075458563,445020.6849786765
210142.64215490455,445042.4255708905
210148.30412822874,445054.18320249656
210088.01172094254,445028.80093143997
210100.96973325484,445021.7027254702
210112.4058494226,445012.38355846837
210126.91526779957,445003.49442963616
210137.0197065401,445032.16119283234
210364.36282700216,444953.944594758
210350.36361356007,444961.0789045144
210336.3473059096,444968.22961299523
210287.78175926255,444992.99072104134
210268.55830452623,445002.79374267836
210299.09182275564,444987.22523860657
210310.3966422893,444981.4611742952
210321.55295686965,444975.7723198456
210342.12363236683,444933.7125956983
210303.23858979504,444958.5457580644
210319.31723826722,444947.948354296
210311.77189953235,444932.40379274753
210306.4907238397,444921.73930760415
210301.2112066406,444911.07434657385
210295.9313021979,444900.4091940952
210294.98034226688,444942.1565897942
210286.84931633683,444925.731045635
210250.14312900667,444952.4640183186
210174.83025624056,444554.0639996256
210166.9431962299,444543.1762119093
210088.72483865358,444444.0737323679
210080.0396126203,444435.85334508785
210234.87148434462,444590.6773908954
210246.2658584105,444575.00206026004
210259.05684651848,444564.3281441755
210260.61426895758,444545.0559934286
210243.02077399965,444432.29816337477
210239.92626462242,444438.6927704151
210235.3505751242,444447.3862036242
210226.07051538705,444457.7976653282
210222.8048870654,444441.384819503
210228.66454114544,444430.14038223325
210225.62371474438,444410.7235147955
210213.05507376007,444404.81669425516
210212.64389824498,444423.04577052244
210181.54850773347,444548.1003846931
210172.64932569946,444536.91837063903
210178.8932479727,444528.0945109715
210190.2742686576,444527.39153969026
210190.79526935372,444514.94332616363
210196.30385297872,444501.46056747914
210209.2002837113,444503.1832327542
210203.55000000005,444486.5150000001
210183.988275254,444479.7563532756
210154.4255688664,444522.10402168625
210169.12590386742,444469.73391496064
210148.3876013629,444500.1417780282
210157.50026045376,444486.75996057043
210163.21318742706,444510.21687987284
210172.34769067154,444496.8067476279
210141.5808867644,444510.1946922857
210127.63142728538,444485.61724027334
210134.8553301482,444474.0894136081
210141.25840980397,444464.7671288066
210148.7860602387,444455.67360011727
210156.4563355319,444445.60196743143
210142.96039313215,444433.62541782844
210136.48638760578,444442.9644664255
210128.43157390915,444451.731750361
210100.30760979364,444452.7013928099
210107.32862650673,444442.10361976945
210114.70901503816,444431.28437071765
210107.74373550666,444389.0020765893
210097.92095982784,444403.5769464296
210110.60361658796,444411.0404355475
210122.4925513521,444418.9379993431
210131.0581038037,444406.29324684374
210119.3696574415,444398.0134835083
210094.93240951668,444419.60239489994
210081.4419769976,444427.6955156677
210093.70867138906,444436.2871768495
210073.34497592883,444307.66377429344
210106.39844714818,444267.9234338472
210131.0352040072,444260.88679444924
210136.59155393118,444279.09910518833
210145.11830229958,444271.75675684283
210145.20470189993,444296.7055996039
210135.83616971024,444314.76970844
210107.47072666406,444320.276683619
210121.9526839938,444266.96736178384
210198.29056570004,444285.2498528041
210192.44501956872,444269.51455118076
210176.64109963604,444267.2022462147
210167.52816773788,444259.7031086975
210158.80165290303,444252.5536373394
210148.77564993576,444244.2021528313
210153.31640053238,444225.80990038323
210161.44973412884,444232.5184289611
210169.22533087357,444238.95457006304
210177.8551467365,444246.0980153656
210187.53018010425,444253.99292387586
210208.99927101887,444271.9065976022
210194.85,444278.7533333333
210224.96434487365,444253.9472413602
210215.41242980392,444248.2624251709
210204.7702238923,444240.56702739146
210190.64637901628,444228.9773153765
210185.8903895187,444220.36079174874
210177.00345878574,444215.4863577731
210169.09459765092,444208.9214495127
210185.38660253581,444200.1605485068
210194.0644651863,444205.9314828746
210199.31387007242,444214.3757137552
210208.2222832429,444214.02667123964
210216.62441164747,444221.4787831401
210204.35388718464,444225.35671288334
210217.13330730505,444236.52128371946
210227.97949541418,444233.6330220366
210208.2011254008,444193.11146201193
210139.19500719526,444132.69333195983
210148.56702168164,444140.42581498134
210157.0527531691,444147.4245024607
210015.35522903476,444135.9204040739
210042.60844434175,444128.6675567319
210121.555,444147.5749999999
210083.94233538746,444141.240582698
210072.80286632915,444144.75061365496
210061.02959627492,444147.77254637197
210084.09441855055,444159.41276249127
210098.1356040993,444154.0314597211
210110.0188034693,444160.3563665422
210093.80497356836,444138.13480743975
210122.5981393612,444199.9775113766
210114.55263943097,444193.26661065297
210105.22773757586,444185.5390447147
210093.51571126728,444177.3796260206
210086.51523636724,444192.20256374124
210095.7298527597,444199.8484421389
210104.03849026005,444206.73114862596
210111.96723969374,444213.29045724624
209906.49689456896,444307.11490491295
209917.21428616424,444299.48230078386
209925.8363067686,444288.4446366121
209934.43589632923,444277.4874545049
209942.8129896939,444266.7593907537
209924.51993658143,444264.76309269614
209916.0315976517,444275.94580353296
209907.45201115168,444287.01886276546
209869.66378160467,444246.2489168646
209878.56936724292,444234.61711778725
209887.46517315705,444223.0343900954
