x,y
209565.97860199423,444808.5782056181
209583.3689168059,444824.0415470787
209594.7408828045,444834.1526041937
209511.9398866849,444760.5298742186
209574.72773263446,444816.35693790653
209549.58301533546,444794.0062808263
209598.78119381203,444809.13636746845
209539.317072678,444756.2581576036
209560.50946597464,444754.53014439886
209578.57014809822,444770.59472155094
209597.25827943234,444787.2120321253
209617.24188114287,444804.97968321474
209607.66041401663,444796.4649321694
209590.49427342354,444801.76579663117
209569.82133812347,444762.81415478245
209549.90896924154,444765.67655860994
209560.31917551323,444774.9354157819
209550.7252906867,444745.82988529507
209540.6196340718,444736.8408176957
209587.25734846387,444778.31739654305
209529.50999980085,444747.5355255351
209530.97193697913,444728.26104907197
209629.1049993515,444786.9480796939
209612.88662305754,444772.53040948947
209591.47321596023,444753.48157595197
209568.03240629367,444732.62450117373
209545.98598440507,444713.0210731497
209566.6023510344,444710.7826538172
209578.15823988192,444721.0670570368
209601.59509532043,444741.9092795996
209623.01123927924,444760.9564969697
209639.2266022183,444775.37738118786
209589.93303468128,444731.5310789962
209620.99355920387,444779.73621353856
209631.1147422285,444768.1673409845
209579.79244851306,444743.1055288873
209603.04676523927,444763.7784513805
209613.17130958685,444752.2032371752
209556.5212969881,444701.81420988817
209630.04261055548,444738.59939003515
209619.87058065366,444729.54833806533
209576.53109195866,444690.99608993274
209568.41821245657,444683.78292337083
209560.37318073626,444676.62802843505
209571.59927816043,444666.03765782836
209579.64375916874,444673.1881907617
209589.0332937604,444681.53692761733
209599.2222144184,444690.60341865104
209636.635178558,444723.8900683484
209657.38382684608,444742.3489944573
209646.810396154,444732.9421785815
209608.46883579006,444698.82867558737
209617.7129179073,444707.0518507608
209627.45126205377,444715.7191357503
209584.709692517,444698.2730120137
209596.27463319417,444708.55865041376
209666.46814033424,444750.43508620176
209650.64965262215,444756.93450198026
209640.79030561578,444748.16036328574
209609.33578121025,444720.1764451235
209577.7259837563,444645.5327377215
209584.6631424444,444635.40015061235
209591.5752395483,444625.82631816826
209610.46821482974,444599.6856239599
209617.0304727497,444590.5967254382
209625.1959648338,444639.04006139905
209631.87082539048,444629.6374560583
209639.4244367781,444619.0046958398
209630.41147151278,444606.7752722514
209619.62120751978,444621.8878468036
209611.9410857907,444632.65255117195
209605.57141628946,444641.3002224008
209599.07882977015,444650.08782807016
209611.14486733347,444658.30304524704
209647.18204082554,444608.057395265
209667.92928953344,444723.12868110643
209658.7578603834,444714.9725256146
209647.16292605613,444704.6593074175
209629.60704621492,444670.8367237588
209642.96204246092,444653.761080744
209660.52613891405,444631.4762249549
209663.87996388148,444616.67967700155
209676.04807963755,444621.43638776237
209689.28392059787,444631.53364866547
209676.86329569592,444645.9517247477
209661.07919356014,444664.00547237333
209670.6877304318,444607.31013692333
209678.2291039475,444732.28599500295
209649.53215334014,444645.4088440446
209636.683899959,444661.8979151485
209670.6454160232,444705.273480016
209679.56886405498,444713.1452705475
209688.4357966238,444720.9627964384
209667.39418964722,444656.7867532942
209687.23994105772,444692.72636646306
209707.29524458002,444670.12001074146
209715.45752870434,444660.7953191102
209725.67160548887,444649.1228606694
209714.1847808946,444639.07640675793
209704.90529666902,444649.6851798491
209697.76574962836,444657.8423388365
209683.48549215012,444674.16060146975
209675.91174911568,444683.1381643608
209738.8510400238,444637.66098208615
209723.7899527834,444624.4887753033
209697.67150593302,444681.1131886265
209690.62707840482,444666.0039442208
209731.4981150289,444630.87148068775
209741.31450000004,444663.4895
209734.17479561444,444671.6496824783
209725.06247504492,444680.0887487577
209709.46212194208,444700.79622343386
209703.01595748437,444708.56527415704
209740.28062235995,444609.9800524122
209754.99240724195,444592.83228293055
209769.471055066,444576.28563414654
209792.59865225313,444550.04525702004
209819.473335711,444543.2700164259
209797.99555086234,444568.74243269063
209780.96184869885,444588.19015707745
209772.6016600368,444597.7598755189
209764.88308893627,444606.58502411237
209758.17398453073,444614.25125817064
209751.49284512663,444621.48165099433
209787.35751086025,444615.22647998185
209797.0687645849,444604.1256027381
209820.0029168201,444577.91896494606
209838.30980117613,444562.51440350094
209806.23044747862,444558.0152973917
209777.70649014268,444626.24935614044
209761.88802243496,444584.9523280739
209789.3924228525,444578.58919106994
209805.23878816274,444594.7910573257
209812.83450411932,444586.102227325
209669.46986264954,444584.015267817
209679.01205907087,444591.0788319004
209692.26249294414,444602.4661524864
209706.49379870968,444614.29008170473
209702.1416960913,444582.17874937976
209684.28580778115,444575.0047006722
209673.74190694012,444571.0938199406
209662.24178179025,444567.46140094317
209661.48924272484,444551.05542981316
209690.7189176999,444553.0058491199
209702.0996241178,444557.12301751063
209732.6310292971,444530.89775244426
209736.74924079704,444518.6197254165
209721.7016778615,444522.0715184069
209716.57141973998,444530.5298704979
209689.2620641124,444508.12755801954
209696.6546738342,444513.4922456563
209703.94624740363,444518.901598998
209700.0046388531,444494.8358044771
209717.8980276007,444476.710733516
209732.73636580457,444483.75217332365
209749.63392319082,444488.6966158499
209736.2838785058,444499.60602153704
209723.6941732489,444492.4106561702
209752.2996493581,444564.2693064322
209761.7275838881,444553.49755289196
209779.85495539915,444529.5742962999
209789.48341772778,444520.5411747901
209797.53412666128,444509.86717916734
209751.48795163707,444540.34009937185
209682.07880537026,444542.4307953368
209771.2731241608,444542.5808806031
209711.33273628767,444539.16453302687
209710.85616319577,444504.6184754409
209811.21971633463,444387.2815191409
209839.7672900855,444390.4883687742
209827.14335849127,444374.5992893435
209810.01714035563,444369.6919845143
209801.18115547337,444338.6098418201
209826.65549920587,444299.62916165387
209813.62359972854,444340.5042613148
209826.53052961224,444342.76719461347
209840.04421188473,444345.13903921534
209844.81031459777,444327.7964057496
209850.20148999052,444391.45361647103
209814.13796435518,444360.9247142756
209844.01867670214,444376.43917203584
209845.9327380757,444365.1374741595
209827.52011817443,444362.7199293261
209814.02283097993,444321.70417394384
209788.6501067924,444419.07429262507
209802.36050470095,444420.7068093735
209824.43919589435,444422.5894436288
209820.15899604856,444409.9778896655
209830.99529308904,444410.9402658113
209831.84037267815,444441.2077162382
209842.7459636507,444420.4067317962
210108.49772075991,444504.77079388325
210105.0381518728,444491.60610185773
210068.00785141555,444494.6766017705
210094.22983499194,444526.1300506036
210104.54108234367,444538.5016607271
210117.8716147585,444548.01750883134
210128.54884274292,444529.65756803233
210130.9809306619,444560.5508791986
210121.89285486453,444568.0147294477
210111.80954363965,444556.3960662774
210115.9142157653,444513.9940810327
210047.28344047477,444459.3821370952
210057.36543700256,444451.81062154396
210067.65713236132,444442.9754186745
210066.07044771596,444465.1630723406
210075.85267672065,444455.4122171911
210075.64946888428,444476.65406669234
210086.46063653106,444468.5756923234
210085.02044793917,444487.8929464418
210094.4206984812,444478.4385022493
210094.60124561164,444499.37636696175
210149.08557465379,444555.09521754255
210094.1031652189,444607.646786726
210068.04276778252,444570.90606375574
210059.38462394945,444560.52028397185
210036.044,444532.52599999995
210005.937502845,444495.7855299885
210020.91805130482,444482.29216018
210051.89938288112,444519.30010602897
210075.2395653114,444547.29477741045
210082.62981022766,444556.1555055301
210097.04475049616,444573.44533488
210076.13874010867,444580.61582461686
210104.61978697876,444582.530035058
210044.05460459215,444542.1352185825
210067.5542203153,444538.07568590296
210059.91316566576,444528.90736508835
210089.7198417482,444564.660248205
210012.74407100579,444504.58271505154
210019.85467110758,444513.1075914161
210028.33297975594,444491.0299744707
210035.61875220877,444499.7711713667
210114.9511804774,444590.26276241784
210115.50859122915,444612.55137967336
210105.34298785366,444621.12937471387
210027.61865953656,444522.4210223446
210043.4771172093,444509.19289394823
210056.25575106955,444620.71959866345
210038.47021913232,444600.0474077445
210006.74550033055,444565.9417396472
209977.6122711457,444532.05280667316
210071.86814543293,444614.4780824989
210018.35010188998,444561.9906378481
210035.78271311516,444570.73137200985
210064.3929361839,444605.66117498575
210046.84489190453,444609.8003961374
210043.19973596453,444580.66270396917
210016.63818328,444576.0597884774
209990.84390517554,444513.3809372729
209982.2993085136,444520.786860463
209993.78268689965,444550.9583989263
210003.18836127553,444589.6462818046
210017.3786856683,444606.1071503568
210034.65230868172,444626.14252695144
209919.26077547134,444513.3409613779
209911.49374002762,444508.03328232624
209887.87083900234,444491.8321122811
209879.74468402733,444486.27739483473
209895.85000678906,444497.28368443705
209903.70794017735,444502.6605422331
209927.1855439449,444518.7096477138
209935.22114598908,444524.2039950818
209943.15031524518,444529.6224796344
209950.9529773144,444535.0080960276
209958.4538403505,444541.36443191604
209966.87041755402,444549.0212988446
209976.62379091285,444558.47228403663
209956.3601045661,444641.13315582334
209933.1850646509,444621.39517460286
209904.58399342114,444603.64798769774
209911.7087335954,444595.0867105254
209924.84504746035,444606.5899199842
209918.57008204525,444616.1043089857
209943.12527467485,444630.09165484813
209918.1084404217,444665.32933415525
209910.9859772112,444658.64293726935
209903.7134307394,444651.7938990708
209892.65498242062,444641.3626830496
209888.73300515092,444617.04061180016
209896.28158733278,444623.33371569146
209903.60661281124,444629.7186791385
209910.88387033387,444636.1457907935
209918.1705053773,444642.5652625469
209925.4387311265,444648.9524124029
209932.70176823981,444655.2844898229
209940.23995163146,444661.8923928558
209880.37209933408,444629.5450088589
209849.9308915404,444631.5193587749
209839.0791843526,444643.27254509606
209829.97919448896,444634.91039497126
209841.8399254176,444622.0612379233
209860.13051703322,444591.36805540783
209866.20274399567,444584.429769244
209872.27491005635,444577.4900802092
209878.34572305824,444570.5508057827
209892.05000000002,444582.42000000004
209885.97933022826,444589.3590821397
209879.9055200121,444596.2988679424
209873.84117932073,444603.24746634293
209769.30698743608,444722.69597586273
209777.29545215645,444713.5550699652
209785.38981250327,444704.3094292302
209792.54803955753,444696.125135598
209807.41376717234,444679.1389570611
209815.82409382545,444669.52881639014
209825.042881814,444658.557337935
209753.0727852758,444741.2452820817
209762.27755990863,444730.7245877962
209799.65445774767,444688.00223136396
209760.53469211585,444767.8287893803
209770.12659932906,444779.5538793933
209785.0223400215,444763.3496811995
209778.64567831423,444746.36411948566
209789.06036281126,444734.40652033885
209777.45809867434,444771.59860087204
209816.85014678986,444728.6964847201
209804.50122446782,444716.6896457417
209824.80927888452,444716.82515279355
209813.89833305273,444706.0334024574
209792.65030433648,444755.027083323
209800.0944261267,444746.90502812166
209807.5204455224,444738.7916257345
209767.99537842855,444758.58933953004
209796.31903345176,444726.0823116447
209796.4242078017,444809.0610117155
209806.65435679595,444798.5663287506
209795.80155551218,444785.2138458511
209804.7385937582,444775.9408626296
209816.58725392178,444788.2962509455
209827.53612865,444781.04889329744
209819.2654428813,444764.9978975547
209839.03423095157,444769.1628461956
209832.16682560285,444751.6543850205
209850.69958803523,444757.1060025215
209859.2353679185,444745.3834569824
209846.13447665147,444735.83648446243
209845.503625637,444718.6743134713
209860.6140576749,444699.24273316923
209875.39115922348,444707.13635409804
209840.71495189363,444699.94419706834
209854.15016590816,444688.96953034285
209846.79803365594,444681.56518581166
209839.2884241371,444674.1434391995
209870.21017721645,444732.3725105673
209833.60653159645,444693.74766966596
209844.78850320308,444708.1226311176
209861.41258122976,444713.3618220302
209875.6471867484,444719.421402343
209839.72230169133,444743.7571388025
209849.5196874013,444728.25079073955
209740.9310459799,444909.23668613675
209748.77925923586,444895.5318857555
209764.91305219044,444888.9872553274
209777.33447138767,444879.3455290263
209798.42743712803,444862.969653096
209792.13931884468,444834.4615252849
209749.91567211555,444785.80834186275
209733.59442851038,444767.01336762303
209723.74331541228,444778.8219918022
209774.74237929666,444862.96588131995
209753.14100888165,444879.7242239637
209737.02067144332,444882.0143327343
209713.90137094152,444855.3587528264
209706.03556814042,444846.2948948084
209698.17459243073,444837.22574091476
209690.30609094404,444828.1569640565
209682.4170814922,444819.06046107627
209729.3894638081,444873.22527637467
209721.69719617907,444864.3362876004
209762.7392108819,444872.23365690594
209733.06626469453,444900.6235324283
209788.02522613233,444871.0018049798
209741.4112170998,444776.0103964977
209758.377350244,444795.5500108599
209766.78631188362,444805.2486156439
209801.93660792234,444845.744598484
209732.68149887345,444789.1230277181
209741.389487244,444799.1548959991
209750.11544607146,444809.20954112546
209786.25368421403,444850.7363224596
209775.60075169592,444838.5720769525
209762.93059725608,444823.97479969834
209782.4283407463,444823.27579353633
209701.3908903096,444808.59924479714
209757.48208288522,444850.2309208695
209739.43557954623,444829.2498271404
209693.39958421647,444799.39544102165
209710.24478746625,444818.79812512035
209719.08991287433,444829.0069496879
209736.2984976382,444848.8266317903
209745.41288884028,444858.9448544467
209730.77070917343,444819.2698718985
209722.10101684745,444809.2791239638
209713.43095602226,444799.2890635139
209748.36027082108,444839.54394513095
209764.3402653303,444937.3927512394
209787.17651821283,444919.93808134436
209799.13479633816,444910.62159518065
209810.38510043276,444901.85032574617
209812.4299851672,444879.39157110226
209800.40016271215,444888.77219366643
209788.6156712496,444897.9571838922
209777.0596399501,444906.9629033524
209754.1434830315,444924.9612039134
209823.82762429965,444870.84789491026
209827.9805449132,444888.05851319665
209775.3899324407,444929.12331956654
209765.27015130175,444916.1492539525
209809.8837628264,444953.66876830097
209848.88176998007,444924.3429746498
209842.75281965276,444906.35209777695
209823.93809028287,444920.871098827
209812.08536321868,444930.12136209384
209800.231450448,444939.37287425355
209800.35476297408,444960.89198270213
209789.9999884387,444947.39862203295
209819.89492990953,444946.1335327546
209839.207702952,444931.7320202433
209858.82879414244,444914.9848514202
209828.38925892505,444981.99311470496
209842.47241501114,444971.7598172833
209856.95445928094,444961.2384733047
209871.8093067614,444950.4661805735
209885.67344422525,444939.61751315923
209897.3480507709,444928.712050688
209906.54139134966,444916.734482154
